text1,text2,prefix,sub10,lcs,inverted,heap,label
two people are standing in a room one of whom is smoking the shots are of the back of the foreground person ,the room is underwater ,1,0,6,5,10,0
two people are standing in a room one of whom is smoking the shots are of the back of the foreground person ,the two people were hanging out together,1,0,11,5,12,1
two people are standing in a room one of whom is smoking the shots are of the back of the foreground person ,two people are in a room and standing ,15,1,15,8,18,1
two people are standing in a room one of whom is smoking the shots are of the back of the foreground person ,the two people are sitting by a table ,1,0,16,8,12,0
two people are standing in a room one of whom is smoking the shots are of the back of the foreground person ,two people are in a room ,15,1,15,7,13,1
four old adults stand around a bathtub while a toddler is taking a bath ,a couple was there,0,0,3,3,3,1
a bunch of people watching a child in the bathtub ,a bunch of people watching a child in the bathtub,49,1,49,10,21,1
a bunch of people watching a child in the bathtub ,the child was watching a bunch of people take a bath,0,0,18,8,19,0
the two dogs are outside ,there are two dogs outside ,3,0,11,4,14,1
the two dogs are outside ,there is two cats outside ,3,0,9,2,10,0
a puppy with blue eyes runs  an older dog with blue eyes stands behind ,a puppy is running while being watched by an older dog ,8,0,14,5,13,1
a puppy with blue eyes runs  an older dog with blue eyes stands behind ,a puppy rolls in the grass ,8,0,8,2,6,0
a baby takes a bath while grownups watch ,a baby is being cared for by adults ,7,0,7,3,6,1
a baby takes a bath while grownups watch ,a teenager is in the shower ,2,0,2,2,2,0
an adult australian shepherd follows behind a running australian shepherd puppy ,two dogs are running outside ,0,0,9,1,7,1
an adult australian shepherd follows behind a running australian shepherd puppy ,a puppy is running towards its owner ,1,0,9,3,13,0
an adult australian shepherd follows behind a running australian shepherd puppy ,an adult dog is running after a kitten ,9,0,10,4,14,0
a big tri colored and a smaller puppy with light blue eyes are playing together ,the animals are not in the same area,0,0,6,1,3,0
a big tri colored and a smaller puppy with light blue eyes are playing together ,there are animals playing together ,0,0,18,3,18,1
woman with blond hair singing into a microphone ,a man with dark hair is singing into a microphone,0,0,26,6,21,0
woman with blond hair singing into a microphone ,a person is performing a song ,0,0,4,1,1,1
blond singer performs as spectators dance around her ,the blond singer is not allowed to sing for   weeks because she has lost her voice and could injure it ,0,0,13,3,14,0
blond singer performs as spectators dance around her ,the person is singing for the crowd of people ,0,0,5,0,0,1
a blond singer is performing as people dance behind her ,mick jagger sweats on a microphone while children play with blocks ,0,0,4,1,1,0
a blond singer is performing as people dance behind her ,a person with blond hair sings while people dance ,2,0,14,4,16,1
blond win sunglasses singing ,there is music,0,0,2,0,0,1
blond win sunglasses singing ,the room is quiet and dark and no one is making a sound,0,0,4,0,0,0
a family sitting on some wooden stairs ,a house build with wooden stairs and the family is enjoying sitting on them,2,0,15,6,19,1
a family sitting on some wooden stairs ,cats and dogs love to poop on the ground,0,0,4,1,2,0
a young girl is shoveling snow in front of a house ,a girl shovels snow ,2,0,7,4,9,1
a young girl is shoveling snow in front of a house ,a girl shovels dirt for a garden ,2,0,7,3,6,0
the child is shoveling deep white snow near the house ,the child is shoveling snow ,23,1,23,6,18,1
the child is shoveling deep white snow near the house ,the child is drinking hot apple cider inside his father s house ,13,1,13,5,13,0
  girls laying down on the grass ,the girls are running through the meadow ,0,0,7,2,8,0
  girls laying down on the grass ,the girls are lying on the grass ,0,0,14,4,13,1
a warmly dressed person is shoveling snow outside a house ,a person is lounging in a pool,2,0,11,4,9,0
a warmly dressed person is shoveling snow outside a house ,the snow is being moved around,0,0,6,2,6,1
two young boys  dressed in full white martial arts uniforms with black  red  and white belts  are demonstrating a high kick move ,two young girls are performing karate and demonstrating a chop ,10,1,17,6,21,0
two young boys  dressed in full white martial arts uniforms with black  red  and white belts  are demonstrating a high kick move ,the boys know martial arts ,1,0,14,3,15,1
a person in a red shirt stands against a brick wall ,the person is standing against a wall ,0,0,11,6,17,1
a person in a red shirt stands against a brick wall ,the person is standing against a fence ,0,0,11,5,14,0
a man being pulled behind a sled led by numerous dogs in the snow ,a man is outside ,6,0,6,3,5,1
a man being pulled behind a sled led by numerous dogs in the snow ,a man is sleeping ,6,0,6,3,5,0
two girls playing a soccer game with a red and white ball ,people are sitting around playing cards ,0,0,9,1,7,0
two girls playing a soccer game with a red and white ball ,young females are outside ,0,0,3,0,0,1
four girls playing soccer on a field as their coach looks on ,the girls hate soccer ,0,0,8,2,11,0
four girls playing soccer on a field as their coach looks on ,the girls are on a team ,0,0,7,4,9,1
two young women partake in a game of soccer ,two women are inside having tea,4,0,7,2,8,0
two young women partake in a game of soccer ,two young women are enjoying themselves on a soccer field,16,1,16,5,16,1
a young teenager is getting ready to kick a soccer ball ,a boy is sleeping ,2,0,4,3,4,0
a young teenager is getting ready to kick a soccer ball ,a teenager is playing soccer ,2,0,13,5,16,1
a man in a blue shirt preparing to take a picture of figurines on a small red table ,a man is getting ready to take a picture ,7,0,19,8,14,1
a man in a blue shirt preparing to take a picture of figurines on a small red table ,a man is preparing,7,0,10,6,13,1
a man in a blue shirt preparing to take a picture of figurines on a small red table ,a man in a yellow shirt is takeing a picture of models in a room ,11,1,14,9,15,0
a man in a blue shirt preparing to take a picture of figurines on a small red table ,the figurines are dancing in the field ,0,0,11,2,11,0
a man in a blue shirt preparing to take a picture of figurines on a small red table ,a photographer ,2,0,3,4,3,1
a man in a blue shirt preparing to take a picture of figurines on a small red table ,the man is sleeping,0,0,6,1,3,0
a man in a blue shirt preparing to take a picture of figurines on a small red table ,a plastic toy dancing on its own ,2,0,4,5,4,0
a man in a blue shirt preparing to take a picture of figurines on a small red table ,the man in the blue shirt is carrying a box that he just packed all the figurines in ,0,0,12,9,18,0
a man in a blue shirt preparing to take a picture of figurines on a small red table ,a man is preparing to taking a picture of figurines ,7,0,24,10,25,1
a man in a blue shirt preparing to take a picture of figurines on a small red table ,a man is getting ready to take a picture ,7,0,19,8,14,1
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,the girls are near the camera ,1,0,12,4,15,1
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,the girls are at a movie theater ,1,0,7,3,9,0
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,two girls lay on the grass ,4,0,11,6,13,1
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,two young girls listening to alien speeches ,17,1,17,4,13,0
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,some girls are laying on the grass listening to music ,0,0,7,5,13,1
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,the two girls are outdoors ,1,0,7,3,11,1
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,the girls are at cello concert inside the school auditorium ,1,0,7,2,8,0
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,some girls are at home cooking ,0,0,7,1,5,0
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,two young girls listening to music ,17,1,17,4,13,1
two young girls lay  face down  on grass and face the camera as they listen to an ipod near a folding chair and several purses ,a couple of babies exchange rattles ,0,0,3,1,1,0
a businessman in gray slacks is standing at a food booth waiting to be served ,a business man is waiting to order food ,10,1,12,6,13,1
a businessman in gray slacks is standing at a food booth waiting to be served ,a business man wants to be served an elephant ,10,1,14,5,10,0
two girls lay stomach down in the grass while sharing headphones to an mp  player ,two girls listen to an mp  player together ,11,1,18,6,14,1
two girls lay stomach down in the grass while sharing headphones to an mp  player ,two girls sit together in silence ,10,1,10,3,10,0
a family photo on top of a mountain with a beautiful view behind them ,a mountain goat is grazing on a mountain ,2,0,12,5,11,0
a family photo on top of a mountain with a beautiful view behind them ,a family poses on top of a mountain ,10,1,22,8,17,1
two adults and a child are standing on a rock with mountains in the background ,three people stop to feed the ducks in a pond,1,0,5,4,6,0
two adults and a child are standing on a rock with mountains in the background ,people stand on a stone in front of a precipice ,0,0,7,4,5,0
three people  an adult asian in white  a white male in green  and an asian child stand for a portrait overlooking many mountains covered in trees ,three people have their picture taken in front of a mountain ,13,1,13,7,13,1
three people  an adult asian in white  a white male in green  and an asian child stand for a portrait overlooking many mountains covered in trees ,three little kids chase each other around taking pictures of each other ,6,0,6,1,5,0
two guys with long hair standing in front of a window ,the men stand by the window,1,0,7,1,6,1
two guys with long hair standing in front of a window ,the men eat grapes,1,0,2,0,0,0
two men in black hoodies  one of which is smoking a cigarette standing next to a fire ,two guys are near a fire ,4,0,8,4,8,1
two men in black hoodies  one of which is smoking a cigarette standing next to a fire ,two men are eating at a restaurant ,8,0,8,4,7,0
two men standing by a fire at night ,the men are asleep in the motel,1,0,5,1,3,0
two men standing by a fire at night ,two men are standing,8,0,9,3,14,1
two men standing next to a fire at night ,two men are taking a shower,8,0,8,3,7,0
two men standing next to a fire at night ,there are two people awake at night,1,0,10,3,10,1
a group of women talk outside of a store ,some people sleep ,0,0,3,0,0,0
a group of women talk outside of a store ,some people talk ,0,0,6,1,4,1
people are standing on the sidewalk of a street ,people are on the sidewalk ,11,1,17,5,17,1
people are standing on the sidewalk of a street ,people are swimming in the ocean ,12,1,12,3,12,0
a town street is filled with people along with shops ,people are dancing ,0,0,8,1,6,0
a town street is filled with people along with shops ,people are in the street ,0,0,8,2,12,1
a young man and a woman are sleeping in a van ,two people are asleep,0,0,5,1,3,1
a young man and a woman are sleeping in a van ,the people are swimming in the red sea,0,0,7,2,5,0
a snowboarder flies off a huge jump ,a snowboarder signing autographs,14,1,14,3,13,0
a snowboarder flies off a huge jump ,a snowboarder takes a huge jump,14,1,14,5,19,1
a group of woman on a sidewalk ,women are on a sidewalk,0,0,14,4,11,1
a group of woman on a sidewalk ,the women are inside a building,0,0,4,2,2,0
a cyclist is focusing on the race intently  as he looks ahead at all the other riders ahead of him ,a cyclist is focusing on the doughnut intently ,29,1,29,8,23,0
a cyclist is focusing on the race intently  as he looks ahead at all the other riders ahead of him ,a cyclist is focusing on the race intently  with plenty of riders ahead of him ,44,1,44,14,23,1
a man in a bike race wearing red and black shorts and shirt pedaling around a corner ,the man is competing outdoors ,0,0,6,1,3,1
a man in a bike race wearing red and black shorts and shirt pedaling around a corner ,the man is wearing a suit while riding ,0,0,9,5,11,0
an artsy photograph taken with a wide lens shows spandex clad bicyclists pedaling ,a person is riding a bike ,1,0,4,1,1,1
an artsy photograph taken with a wide lens shows spandex clad bicyclists pedaling ,a person is riding a stationary bike ,1,0,4,1,1,0
an artsy photograph taken with a wide lens shows spandex clad bicyclists pedaling ,a woman in her pajamas makes coffee ,1,0,3,1,1,0
a cyclist is rounding a corner on a wet road ,a man is driving a car around a corner on a dry road ,2,0,15,7,12,0
a cyclist is rounding a corner on a wet road ,a cyclist is on a road ,13,1,13,7,13,1
two bicyclists in a race with helmets ,boy plays nintendo,0,0,2,0,0,0
two bicyclists in a race with helmets ,two guys on bikes,4,0,4,1,3,1
a child is happily playing on the slide ,the child is sleep outside ,0,0,10,3,10,0
a child is happily playing on the slide ,a child is playing on the slide,11,1,21,7,17,1
two men are letting their dogs play together in the street ,two men are skydiving,12,1,12,3,9,0
two men are letting their dogs play together in the street ,two men with dogs,8,0,8,3,10,1
a person wearing a helmet rides a dirty bike on a dirt path in the woods ,a person wearing a helmet rides a  bike on a dirt path ,34,1,34,12,19,1
a person wearing a helmet rides a dirty bike on a dirt path in the woods ,he navigated his atv into the woods ,0,0,11,2,8,0
two children laying on the floor with a group of wooden blocks above their heads ,two children are sitting on chairs playing with blocks ,13,1,13,5,18,0
two children laying on the floor with a group of wooden blocks above their heads ,children are laying on the floor,0,0,20,5,19,1
a man and a woman dressed in jeans and white shirts sit and look off into the distance of a rocky terrain ,the two men are staring out across the flat desert terrain,0,0,8,2,10,0
a man and a woman dressed in jeans and white shirts sit and look off into the distance of a rocky terrain ,the man and women look off into the distance,0,0,27,9,16,1
a man with a funny hat is dancing at a park ,girl sleeps alone,0,0,2,0,0,0
a man with a funny hat is dancing at a park ,man dances at park,0,0,5,3,9,1
several people fishing on a cloudy day ,people are fishing,0,0,9,2,13,1
several people fishing on a cloudy day ,the people are sleeping outside ,0,0,8,1,6,0
a woman and some children standing on the pavement looking at a fountain that is frozen ,a woman and her children eating dinner at their home ,12,1,12,6,16,0
a woman and some children standing on the pavement looking at a fountain that is frozen ,a woman and some children are outdoors ,26,1,26,6,17,1
a woman with a colorful headscarf is walking down the street ,a woman standing indoors ,8,0,8,3,7,0
a woman with a colorful headscarf is walking down the street ,a woman walking outside ,9,0,9,4,13,1
two young girls lay on the carpet next to wooden blocks ,the girls are in a sand box ,1,0,7,2,8,0
two young girls lay on the carpet next to wooden blocks ,the girls are on the carpet ,1,0,15,4,14,1
young people are playing in the snow while an older person seems to be taking pictures ,young people play in the snow ,13,1,13,5,15,1
young people are playing in the snow while an older person seems to be taking pictures ,people living in los angeles ,0,0,7,2,8,0
a black and a black dog are running side by side ,two black dogs run next to each other,0,0,10,2,10,1
a black and a black dog are running side by side ,two white dogs run next to each other,0,0,4,0,0,0
a male tennis player  wearing a white headband  misses an in bounds ball ,a man has something light colored around his head ,4,0,5,2,2,1
a male tennis player  wearing a white headband  misses an in bounds ball ,the person fails to return a ball that lands among the spectators in the bleachers ,0,0,6,4,7,0
a man in white playing tennis is still in midair after jumping to hit the ball ,the man is in the air ,0,0,6,5,8,1
a man in white playing tennis is still in midair after jumping to hit the ball ,the man is sitting on the bench during a timeout ,0,0,6,4,8,0
a man in a white shirt is playing tennis ,a man watches serena williams on tv ,6,0,6,3,5,0
a man in a white shirt is playing tennis ,a man playing tennis ,6,0,16,5,16,1
tennis player uses backhand in a match  possibly a doubles match ,tennis players are playing a match,13,1,13,5,16,1
tennis player uses backhand in a match  possibly a doubles match ,tennis players are smoking in a bar,13,1,13,4,9,0
a man and a woman sit on rocks ,man and woman sit on rocks,0,0,19,6,13,1
a man and a woman sit on rocks ,two people fighting,0,0,2,0,0,0
women in white shirt with scarf and sunglasses,a woman sits indoors ,0,0,3,0,0,0
women in white shirt with scarf and sunglasses,a woman is protecting her eyes from the sun ,0,0,4,0,0,1
the woman in the dress is playing guitar and performing on stage ,the woman is playing guitar ,11,1,19,6,18,1
the woman in the dress is playing guitar and performing on stage ,the woman is playing the piano at home ,11,1,12,5,15,0
a woman is playing a guitar on stage with a green background ,the woman is playing music ,0,0,18,3,14,1
a woman is playing a guitar on stage with a green background ,somebody in the picture has played an instrument at least once in their life ,0,0,6,0,0,1
a woman is playing a guitar on stage with a green background ,the woman is plucking her eyebrows in front of a mirror at home ,0,0,12,5,8,0
a woman is playing a guitar on stage with a green background ,a woman is performing music ,12,1,12,5,8,1
a woman is playing a guitar on stage with a green background ,a woman plays drums in a garage with blue walls ,8,0,9,5,10,0
a woman is playing a guitar on stage with a green background ,a woman plays guitar ,8,0,8,5,12,1
a woman is playing a guitar on stage with a green background ,a woman playing the drums ,8,0,9,5,13,0
a woman is playing a guitar on stage with a green background ,a woman is mopping ,11,1,11,5,8,0
a woman is playing a guitar on stage with a green background ,the color green is not in the frame at all ,0,0,7,2,7,0
a woman is playing a guitar on stage with a green background ,a woman playing guitar on stage ,8,0,17,8,18,1
a woman in a dress playing her acoustic guitar ,a woman is playing her guitar ,9,0,14,6,18,1
a woman in a dress playing her acoustic guitar ,a woman is playing a ukelele ,9,0,10,4,13,0
a woman in a dress playing a brown guitar ,guitar player,0,0,7,1,6,1
a woman in a dress playing a brown guitar ,woman walking,0,0,6,1,5,0
a woman is playing guitar on stage ,a girl is playing the drums on the floor,2,0,12,4,11,0
a woman is playing guitar on stage ,a woman is making sounds,11,1,11,3,8,1
a few asian men and one asian woman sitting at a couple of tables ,some asians are sitting down ,0,0,9,1,7,1
a few asian men and one asian woman sitting at a couple of tables ,some africans are watching a movie ,0,0,5,2,2,0
a group of people living on the street ,a group of homeless people scavenge for food ,11,1,11,4,13,0
a group of people living on the street ,a group of homeless people ,11,1,11,4,13,1
one man sitting at a bus stop ,nobody is sitting ,0,0,9,1,7,0
one man sitting at a bus stop ,a person sitting,0,0,9,2,8,1
a man in a blue shirt sitting at a red table with three dolls on top ,a guy has some dolls at a table ,2,0,8,6,12,1
a man in a blue shirt sitting at a red table with three dolls on top ,a man in a red shirt is standing by himself ,11,1,11,7,11,0
photo of a man sitting on a bench with a sign written in spanish in background and the reflection of a lady walking from a mirrored wall ,a man is looking at a mirror,0,0,9,6,5,1
photo of a man sitting on a bench with a sign written in spanish in background and the reflection of a lady walking from a mirrored wall ,there is a boy running by,0,0,4,5,3,0
a middle aged man in a business suit is seated at a bus stop shelter  with hispanic writing showing on the shelter s sign ,the man is waiting for his car ,0,0,6,3,8,0
a middle aged man in a business suit is seated at a bus stop shelter  with hispanic writing showing on the shelter s sign ,there is a man sitting on a bus stop ,0,0,12,8,10,1
a man in a business suit sitting at a bus stop waiting for a bus ,a business man is outdoors waiting for the buss ,2,0,13,8,18,1
a man in a business suit sitting at a bus stop waiting for a bus ,the man is riding in a boat ,0,0,7,6,6,0
this group of young people is sitting on the floor ,the group of young people is standing in a circle ,2,0,27,6,16,0
this group of young people is sitting on the floor ,a group of young people is sitting on the ground ,0,0,41,8,18,1
a woman is attending to an orange juice machine ,a woman is practicing her singing ,11,1,11,3,8,0
a woman is attending to an orange juice machine ,a woman is working on an orange juice machine ,11,1,25,7,18,1
a group of women in red shirts singing together ,the men are wearing blue shirts and reading a book together,0,0,9,3,15,0
a group of women in red shirts singing together ,the women are wearing red ,0,0,7,2,8,1
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,a woman is making a sandcastle on the beach ,9,0,9,6,9,0
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,a woman is going to go sledding on her shovel down the street ,9,0,9,7,14,0
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,a woman wearing a coat is standing in the snow with a shovel ,8,0,13,11,15,1
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,a woman is shoveling snow ,9,0,9,6,10,1
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,a woman is standing next to a phone booth,9,0,11,6,11,1
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,beth clears the walkway after the blizzard,0,0,5,1,3,1
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,the woman is inside making dinner ,0,0,8,2,8,0
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,penguin runs amuck at black tie social,0,0,3,0,0,0
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,a woman is standing next to her fireplace,9,0,9,5,7,0
a woman in a pink coat stands in the snow beside a  telephone booth   smiling as she holds a small shovel ,a woman is standing outside in the snow ,9,0,13,9,12,1
a baseball pitch in south carolina where the batter is wearing white and blue  and is being watched closely by four other men ,people play baseball,0,0,9,1,8,1
a baseball pitch in south carolina where the batter is wearing white and blue  and is being watched closely by four other men ,the batter is wearing white and blue ,0,0,37,9,18,1
a baseball pitch in south carolina where the batter is wearing white and blue  and is being watched closely by four other men ,a cat eats a treat,2,0,3,1,1,0
a baseball pitch in south carolina where the batter is wearing white and blue  and is being watched closely by four other men ,the game is taking place in north korea ,0,0,4,4,7,0
a panel of men and women attending a conference ,people attend conference,0,0,11,1,10,1
a panel of men and women attending a conference ,a dog sleeps,2,0,2,2,2,0
a cook prepares a meal in the kitchen ,the man orders take out for dinner ,0,0,4,1,3,0
a cook prepares a meal in the kitchen ,someone is cooking in the kitchen ,0,0,16,3,12,1
a child playing with a yellow bucket on a beach ,a kid plays on the beach ,2,0,7,5,8,1
a child playing with a yellow bucket on a beach ,a kid takes a nap ,2,0,3,3,3,0
there is a large hole in the road ,the large hole in the yard is from a sinkhole ,3,0,19,6,12,0
there is a large hole in the road ,the road developed a big hole ,3,0,9,4,11,1
white man with a green shirt and denim pants with a hammer and chisel  creating some sort of artwork ,black man with a chisel,0,0,12,6,14,0
white man with a green shirt and denim pants with a hammer and chisel  creating some sort of artwork ,white man with artwork,16,1,16,5,16,1
a man with chin length light hair works on a sculpture ,the man working on the sculpture has chin length hair ,0,0,13,6,19,1
a man with chin length light hair works on a sculpture ,a man with long hair is sculpting ,11,1,11,5,11,1
a man with chin length light hair works on a sculpture ,a man with shoulder length hair works on a sculpture ,11,1,27,9,20,0
a man with chin length light hair works on a sculpture ,the man is painting a picture ,0,0,5,3,5,0
a man with chin length light hair works on a sculpture ,a woman is welding iron ,2,0,4,2,2,0
a man with chin length light hair works on a sculpture ,the man is working on a sculpture ,0,0,16,5,14,1
a man with chin length light hair works on a sculpture ,a man is playing checkers ,6,0,6,3,5,0
a man with chin length light hair works on a sculpture ,a man is an artist ,6,0,6,3,5,1
a man with chin length light hair works on a sculpture ,a man is sculpting ,6,0,7,3,5,1
a man with chin length light hair works on a sculpture ,a man is painting a picture ,6,0,6,3,5,0
hispanic people shop in an outdoor market ,people are buying clothes outdoors ,0,0,8,1,6,1
hispanic people shop in an outdoor market ,a man spray paints the sign ,0,0,3,0,0,0
a man is swinging a tool at his sculpture ,the man is working on his art ,0,0,8,3,8,1
a man is swinging a tool at his sculpture ,the man is eating pizza ,0,0,8,2,5,0
two people talking on the side of the street standing with a gas can ,people holding a conversation ,0,0,7,2,7,1
two people talking on the side of the street standing with a gas can ,two people swimming in a pool ,11,1,11,3,10,0
people are walking down a street in a city ,the people are riding on an elevator ,0,0,11,2,9,0
people are walking down a street in a city ,the people are outside walking ,0,0,11,3,16,1
two men workers doing their job with their supervisor ,two men are taking their lunch break ,8,0,10,4,13,0
two men workers doing their job with their supervisor ,two men are working ,8,0,8,2,6,1
one asian cook watches another cook on a griddle in a commercial kitchen ,one asian cook is watching another cook on  a griddle in a commercial kitchen,15,1,34,12,24,1
one asian cook watches another cook on a griddle in a commercial kitchen ,two italian teachers are yelliing at other in school ,0,0,6,1,2,0
a man in a collared shirt talking to another man in sunglasses ,two men are talking ,0,0,9,1,7,1
a man in a collared shirt talking to another man in sunglasses ,a naked man is talking to another man ,2,0,24,7,17,0
man on the street  in blue striped shirt  talking to a man with glasses ,two men are having a conversation ,0,0,4,1,1,1
man on the street  in blue striped shirt  talking to a man with glasses ,a man in a blue shirt is flirting with a woman with glasses ,0,0,17,8,16,0
two men talking  both in blue shirts ,two men are wearing blue ,8,0,8,3,10,1
two men talking  both in blue shirts ,three men wearing white say nothing ,1,0,5,1,3,0
two men standing around talking by a city street ,two men speak to each other ,9,0,9,2,6,1
two men standing around talking by a city street ,two men speak by the road in a rural environment ,9,0,9,4,8,0
a person is riding a dune buggy up a sandy hill ,a person is inside eating dinner in their windowless dining room ,12,1,12,5,9,0
a person is riding a dune buggy up a sandy hill ,a person is outside on a dune buggy ,12,1,14,7,15,1
a man in bright clothing plays an instrument on the street ,a musician in colorful clothes performs indoors ,3,0,6,2,3,0
a man in bright clothing plays an instrument on the street ,a musician in colorful clothes performs outside ,3,0,6,2,3,1
two girls in red jerseys playing soccer,two girls are playing soccer,10,1,15,4,18,1
two girls in red jerseys playing soccer,an old woman is sleeping ,0,0,4,0,0,0
two chefs in an asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera ,the group of adults are waiting in line at the retail store ,1,0,7,4,9,0
two chefs in an asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera ,two adults inside a building ,4,0,5,2,4,1
two girls are playing soccer with orange and white uniforms ,girls are sleeping ,0,0,10,2,8,0
two girls are playing soccer with orange and white uniforms ,girls are playing soccer ,0,0,25,4,18,1
two girls in jerseys running toward a soccer ball,the girls are playing soccer ,1,0,8,2,11,1
two girls in jerseys running toward a soccer ball,two girls in jerseys are running away from a skunk ,21,1,21,6,19,0
two little girls in red and white strips are chasing after a soccer ball ,two girls are in red and white stripes,4,0,23,7,13,1
two little girls in red and white strips are chasing after a soccer ball ,the girls are in a black shirt,1,0,8,4,10,0
two girls in red soccer uniforms running after a soccer ball ,two girls are playing a game of soccer ,10,1,10,5,17,1
two girls in red soccer uniforms running after a soccer ball ,two girls are playing cricket ,10,1,10,2,8,0
a man bicycles through a parking lot ,the man has a car ,0,0,5,3,5,0
a man bicycles through a parking lot ,a man has a bicycle ,6,0,8,3,5,1
two people huddle together on a brownstone door stoop ,two people are outside ,11,1,11,2,9,1
two people huddle together on a brownstone door stoop ,a single person is knocking on a door ,0,0,6,3,7,0
a person wearing a gray sweatshirt bikes through an alley full of parked cars on a cool fall day ,the person is running away from the cops ,0,0,8,1,6,0
a person wearing a gray sweatshirt bikes through an alley full of parked cars on a cool fall day ,a person is outside ,9,0,9,4,8,1
a person is a riding a bike through a parking lot with dead trees in the background ,a person is riding a bike ,12,1,15,8,16,1
a person is a riding a bike through a parking lot with dead trees in the background ,the person is walking ,0,0,11,3,11,0
a parking lot with a bicyclist riding through it ,a woman falling off a bike in a parking lot,2,0,13,4,11,0
a parking lot with a bicyclist riding through it ,a human riding a bike in a parking lot,2,0,13,5,16,1
a person riding a bike in a parking lot ,a person is riding a skateboard ,9,0,10,5,13,0
a person riding a bike in a parking lot ,a person is riding a bike ,9,0,15,6,16,1
two painters standing on a ladder are painting the outside of a business  with a man in a red burgundy shirt talking on a cell ,men play ring around the rosies ,0,0,5,1,3,0
two painters standing on a ladder are painting the outside of a business  with a man in a red burgundy shirt talking on a cell ,men paint a business ,0,0,12,6,10,1
women and a younger child riding on a carousal  both are wearing blue coats ,they are at home ,0,0,5,1,3,0
women and a younger child riding on a carousal  both are wearing blue coats ,the mother and child have blue coats are on the carousal ,0,0,12,7,18,1
a female child with a towel next to a sink ,girl dances to vagner ,0,0,4,1,2,0
a female child with a towel next to a sink ,girls sits by sink with towel ,0,0,7,3,13,1
a shirtless man is having a conversation with a seated man while a blond woman sleeps ,a shirtless woman is having a conversation with a seated man while a blond woman sleeps ,12,1,74,16,27,0
a shirtless man is having a conversation with a seated man while a blond woman sleeps ,a man is having a conversation with another man while a blond woman sleeps ,2,0,36,14,24,1
a couple cuddling in a corner on a set of stares,a couple is holding hands while walking down the street  ,9,0,9,4,8,0
a couple cuddling in a corner on a set of stares,a couple is having some alone time together ,9,0,9,4,8,1
a man is bent over by an old stone wall  looking into his backpack ,a man is indoors ,9,0,9,3,6,0
a man is bent over by an old stone wall  looking into his backpack ,a man is near a structure ,9,0,9,3,6,1
a man in a maroon shirt is outside bending down next to a concrete wall ,a man wearing a maroon shirt is beside a wall ,6,0,19,8,15,1
a man in a maroon shirt is outside bending down next to a concrete wall ,the man is standing upright next to a concrete wall ,0,0,25,9,16,0
a man standing bent over in front of an overpass ,a man is out side ,6,0,6,2,4,1
a man standing bent over in front of an overpass ,a man is driving a car ,6,0,6,2,4,0
a person in black pants bends over near a concrete wall ,a naked person stands straight next to the wooden wall ,2,0,8,4,11,0
a person in black pants bends over near a concrete wall ,a person in dark colored pants is twisting himself ,12,1,12,5,13,1
a person in a red jacket bending over ,the person is not wearing a shirt ,0,0,9,3,8,0
a person in a red jacket bending over ,the person is on their feet ,0,0,9,1,6,1
a man holds a sign reading  homeless anything helps  near a construction site ,a human with a sign ,2,0,8,4,6,1
a man holds a sign reading  homeless anything helps  near a construction site ,nobody has a sign,0,0,8,4,6,0
a dog on an obstacle platform and a man ,a dog on an obstacle platform ,30,1,30,7,19,1
a dog on an obstacle platform and a man ,a cat on an obstacle platform and a man ,2,0,35,8,19,0
men  wearing orange safety vests  are standing on scaffolding ,men wearing safety vests ride a life raft ,4,0,14,4,18,0
men  wearing orange safety vests  are standing on scaffolding ,man wearing safety vests standing on a scaffold ,1,0,14,5,21,1
only the hands and arms of a person painting another person s arm ,a person is painting another individual ,0,0,18,5,21,1
only the hands and arms of a person painting another person s arm ,a sculptor is making a statue ,0,0,5,1,1,0
a woman in a black jacket reaches into her black purse at a vegetable market as a crowd walks behind her ,the crowd walks in fron of the woman ,0,0,13,4,15,0
